1ht5B1.pdb1	1ht5A1.pdb1	2479.8
3htpB3.pdb1	3htpA3.pdb1	2709.7
3htpB3.pdb1	3htpB1.pdb1	1288.75
3htpA2.pdb1	3htpA1.pdb1	417.1
3htpA2.pdb1	3htpB2.pdb1	2707.4
3htpA2.pdb1	3htpA3.pdb1	417.55
3htpA2.pdb1	3htpB1.pdb1	416.05
3htpA1.pdb1	3htpB2.pdb1	307.85
3htpA1.pdb1	3htpA3.pdb1	420.15
3htpA1.pdb1	3htpB1.pdb1	2709.95
3htpB2.pdb1	3htpA3.pdb1	415.3
3htpB2.pdb1	3htpB1.pdb1	1287.55
3htpA3.pdb1	3htpB1.pdb1	307.1
2ht8A3.pdb1	2ht8A2.pdb1	1694.1
2ht8A3.pdb1	2ht8A1.pdb1	1694.1
2ht8A3.pdb1	2ht8A4.pdb1	38.6
2ht8A2.pdb1	2ht8A1.pdb1	38.6
2ht8A2.pdb1	2ht8A4.pdb1	1694.1
2ht8A1.pdb1	2ht8A4.pdb1	1694.1
3ht4F1.pdb1	3ht4C1.pdb1	1973.7
3ht4F1.pdb1	3ht4B1.pdb1	188.4
3ht4F1.pdb1	3ht4A1.pdb1	1828.1
3ht4C1.pdb1	3ht4B1.pdb1	1775.5
3ht4C1.pdb1	3ht4A1.pdb1	192.95
3ht4B1.pdb1	3ht4A1.pdb1	1958.85
6ht8A1.pdb1	6ht8C1.pdb1	266.4
6ht8A1.pdb1	6ht8B1.pdb1	830.85
6ht8D1.pdb1	6ht8C1.pdb1	912.6
6ht8D1.pdb1	6ht8B1.pdb1	321.2
4htpB1.pdb2	4htpE1.pdb2	254.9
5hteA2.pdb1	5hteA1.pdb1	546.8
3hthA1.pdb1	3hthB1.pdb1	1721.4
3htkA1.pdb1	3htkC1.pdb1	637.5
3htkA1.pdb1	3htkB1.pdb1	1583.5
3htkC1.pdb1	3htkB1.pdb1	1961.95
5htlA1.pdb1	5htlB1.pdb1	780.35
3ht1A1.pdb1	3ht1A2.pdb1	1788.0
4ht6E1.pdb4	4ht6F1.pdb4	702.15
4ht6E1.pdb4	4ht6F2.pdb4	181.3
4ht6E1.pdb4	4ht6E2.pdb4	914.6
4ht6F1.pdb4	4ht6E2.pdb4	181.3
4ht6F2.pdb4	4ht6E2.pdb4	702.15
4ht7H1.pdb2	4ht7L1.pdb2	257.4
4ht7H1.pdb2	4ht7J1.pdb2	32.7
4ht7H1.pdb2	4ht7K1.pdb2	1114.95
4ht7H1.pdb2	4ht7I1.pdb2	911.55
4ht7H1.pdb2	4ht7G1.pdb2	926.1
4ht7L1.pdb2	4ht7J1.pdb2	924.0
4ht7L1.pdb2	4ht7K1.pdb2	894.45
4ht7L1.pdb2	4ht7I1.pdb2	1119.05
4ht7L1.pdb2	4ht7G1.pdb2	32.0
4ht7J1.pdb2	4ht7K1.pdb2	912.2
4ht7J1.pdb2	4ht7I1.pdb2	252.9
4ht7J1.pdb2	4ht7G1.pdb2	1107.8
4ht7K1.pdb2	4ht7I1.pdb2	26.05
4ht7K1.pdb2	4ht7G1.pdb2	242.4
4ht7I1.pdb2	4ht7G1.pdb2	917.2
3htrB1.pdb1	3htrA1.pdb1	1248.15
6htnC1.pdb1	6htnD1.pdb1	1200.45
6htnC1.pdb1	6htnA1.pdb1	327.35
6htnC1.pdb1	6htnB1.pdb1	193.85
6htnD1.pdb1	6htnA1.pdb1	192.15
6htnD1.pdb1	6htnB1.pdb1	330.3
6htnA1.pdb1	6htnB1.pdb1	1248.45
5htcC1.pdb1	5htcA1.pdb1	498.15
6hteB1.pdb1	6hteD1.pdb1	2253.35
2ht7A2.pdb1	2ht7A4.pdb1	1714.45
2ht7A2.pdb1	2ht7A1.pdb1	40.8
2ht7A2.pdb1	2ht7A3.pdb1	1714.45
2ht7A4.pdb1	2ht7A1.pdb1	1714.45
2ht7A4.pdb1	2ht7A3.pdb1	40.8
2ht7A1.pdb1	2ht7A3.pdb1	1714.4
3htaD1.pdb2	3htaC1.pdb2	1806.4
2hteB1.pdb2	2hteC1.pdb2	1466.8
6htlA3.pdb1	6htlA4.pdb1	183.2
6htlA3.pdb1	6htlA2.pdb1	1356.2
6htlA3.pdb1	6htlA1.pdb1	1356.2
6htlA4.pdb1	6htlA2.pdb1	1356.2
6htlA4.pdb1	6htlA1.pdb1	1356.2
6htlA2.pdb1	6htlA1.pdb1	183.2
5ht0B1.pdb1	5ht0A1.pdb1	837.9
1ht2J1.pdb3	1ht2H1.pdb3	278.2
1ht2J1.pdb3	1ht2I2.pdb3	695.85
1ht2J1.pdb3	1ht2I1.pdb3	476.0
1ht2J3.pdb3	1ht2H3.pdb3	278.2
1ht2J3.pdb3	1ht2I1.pdb3	695.8
1ht2J3.pdb3	1ht2I3.pdb3	476.0
1ht2G1.pdb3	1ht2H3.pdb3	2004.15
1ht2G1.pdb3	1ht2H1.pdb3	2380.6
1ht2G1.pdb3	1ht2G3.pdb3	16.0
1ht2G1.pdb3	1ht2I1.pdb3	192.95
1ht2G1.pdb3	1ht2G2.pdb3	16.05
1ht2H3.pdb3	1ht2H1.pdb3	5.45
1ht2H3.pdb3	1ht2G3.pdb3	2380.5
1ht2H3.pdb3	1ht2H2.pdb3	5.4
1ht2H1.pdb3	1ht2H2.pdb3	5.45
1ht2H1.pdb3	1ht2G2.pdb3	2004.15
1ht2G3.pdb3	1ht2H2.pdb3	2004.15
1ht2G3.pdb3	1ht2I3.pdb3	193.0
1ht2G3.pdb3	1ht2G2.pdb3	16.05
1ht2H2.pdb3	1ht2J2.pdb3	278.2
1ht2H2.pdb3	1ht2G2.pdb3	2380.6
1ht2J2.pdb3	1ht2I2.pdb3	475.95
1ht2J2.pdb3	1ht2I3.pdb3	695.8
1ht2I2.pdb3	1ht2I1.pdb3	3.65
1ht2I2.pdb3	1ht2I3.pdb3	3.7
1ht2I2.pdb3	1ht2G2.pdb3	193.0
1ht2I1.pdb3	1ht2I3.pdb3	3.65
6htrJ1.pdb1	6htrK1.pdb1	648.9
6htrJ1.pdb1	6htrX1.pdb1	732.05
6htrJ1.pdb1	6htrC1.pdb1	416.05
6htrJ1.pdb1	6htrB1.pdb1	537.2
6htrJ1.pdb1	6htrY1.pdb1	798.0
6htrJ1.pdb1	6htrI1.pdb1	619.5
6htrJ1.pdb1	6htrP1.pdb1	0.05
6htrU1.pdb1	6htrV1.pdb1	618.15
6htrU1.pdb1	6htrb1.pdb1	429.05
6htrU1.pdb1	6htrO1.pdb1	1423.05
6htrU1.pdb1	6htrT1.pdb1	1405.2
6htrU1.pdb1	6htrP1.pdb1	136.0
6htrV1.pdb1	6htrK1.pdb1	56.3
6htrV1.pdb1	6htrL1.pdb1	1334.75
6htrV1.pdb1	6htrb1.pdb1	577.9
6htrV1.pdb1	6htrO1.pdb1	324.0
6htrV1.pdb1	6htrW1.pdb1	1562.15
6htrV1.pdb1	6htrM1.pdb1	797.8
6htrV1.pdb1	6htrP1.pdb1	0.05
6htrK1.pdb1	6htrX1.pdb1	781.45
6htrK1.pdb1	6htrD1.pdb1	433.7
6htrK1.pdb1	6htrL1.pdb1	720.05
6htrK1.pdb1	6htrC1.pdb1	327.65
6htrK1.pdb1	6htrW1.pdb1	985.05
6htrS1.pdb1	6htra1.pdb1	596.85
6htrS1.pdb1	6htrZ1.pdb1	365.75
6htrS1.pdb1	6htrO1.pdb1	53.9
6htrS1.pdb1	6htrR1.pdb1	1034.85
6htrS1.pdb1	6htrT1.pdb1	1350.15
6htrS1.pdb1	6htrP1.pdb1	137.45
6htrF1.pdb1	6htrG1.pdb1	1402.4
6htrF1.pdb1	6htrA1.pdb1	161.45
6htrF1.pdb1	6htrE1.pdb1	1348.1
6htrF1.pdb1	6htrB1.pdb1	137.5
6htrF1.pdb1	6htrM1.pdb1	491.0
6htrF1.pdb1	6htrN1.pdb1	484.1
6htrF1.pdb1	6htrP1.pdb1	0.05
6htrX1.pdb1	6htrQ1.pdb1	412.2
6htrX1.pdb1	6htrW1.pdb1	609.3
6htrX1.pdb1	6htrY1.pdb1	644.1
6htrX1.pdb1	6htrP1.pdb1	537.05
6htrG1.pdb1	6htrH1.pdb1	641.25
6htrG1.pdb1	6htrA1.pdb1	1413.1
6htrG1.pdb1	6htrB1.pdb1	134.2
6htrG1.pdb1	6htrN1.pdb1	430.25
6htrQ1.pdb1	6htrO1.pdb1	112.4
6htrQ1.pdb1	6htrR1.pdb1	1319.25
6htrQ1.pdb1	6htrY1.pdb1	300.2
6htrQ1.pdb1	6htrP1.pdb1	1515.35
6htrD1.pdb1	6htrL1.pdb1	525.65
6htrD1.pdb1	6htrC1.pdb1	1312.9
6htrD1.pdb1	6htrA1.pdb1	35.8
6htrD1.pdb1	6htrE1.pdb1	1018.75
6htrD1.pdb1	6htrB1.pdb1	112.75
6htrD1.pdb1	6htrP1.pdb1	0.05
6htrH1.pdb1	6htrA1.pdb1	322.8
6htrH1.pdb1	6htra1.pdb1	792.7
6htrH1.pdb1	6htrZ1.pdb1	1286.05
6htrH1.pdb1	6htrY1.pdb1	57.6
6htrH1.pdb1	6htrI1.pdb1	1589.3
6htrH1.pdb1	6htrN1.pdb1	549.65
6htrH1.pdb1	6htrP1.pdb1	0.05
6htrL1.pdb1	6htrE1.pdb1	366.1
6htrL1.pdb1	6htrW1.pdb1	750.75
6htrL1.pdb1	6htrM1.pdb1	942.25
6htrC1.pdb1	6htrA1.pdb1	105.05
6htrC1.pdb1	6htrB1.pdb1	1555.15
6htrC1.pdb1	6htrP1.pdb1	0.05
6htrA1.pdb1	6htrE1.pdb1	61.25
6htrA1.pdb1	6htrB1.pdb1	1374.85
6htrA1.pdb1	6htrI1.pdb1	525.0
6htrA1.pdb1	6htrP1.pdb1	0.05
6htra1.pdb1	6htrb1.pdb1	637.9
6htra1.pdb1	6htrZ1.pdb1	956.0
6htra1.pdb1	6htrT1.pdb1	466.95
6htra1.pdb1	6htrN1.pdb1	1209.55
6htrE1.pdb1	6htrB1.pdb1	142.35
6htrE1.pdb1	6htrM1.pdb1	615.65
6htrE1.pdb1	6htrP1.pdb1	0.05
6htrb1.pdb1	6htrM1.pdb1	1196.75
6htrb1.pdb1	6htrT1.pdb1	481.1
6htrb1.pdb1	6htrN1.pdb1	648.85
6htrB1.pdb1	6htrI1.pdb1	493.05
6htrZ1.pdb1	6htrR1.pdb1	528.3
6htrZ1.pdb1	6htrY1.pdb1	726.05
6htrZ1.pdb1	6htrI1.pdb1	746.4
6htrO1.pdb1	6htrR1.pdb1	38.95
6htrO1.pdb1	6htrW1.pdb1	543.7
6htrO1.pdb1	6htrT1.pdb1	152.45
6htrO1.pdb1	6htrP1.pdb1	1371.0
6htrR1.pdb1	6htrY1.pdb1	425.95
6htrR1.pdb1	6htrP1.pdb1	115.1
6htrW1.pdb1	6htrP1.pdb1	493.9
6htrM1.pdb1	6htrN1.pdb1	653.95
6htrY1.pdb1	6htrI1.pdb1	1000.05
6htrT1.pdb1	6htrP1.pdb1	139.25
3htuB1.pdb1	3htuA1.pdb1	732.7
2htyF1.pdb2	2htyE1.pdb2	12.95
2htyF1.pdb2	2htyH1.pdb2	1561.15
2htyF1.pdb2	2htyG1.pdb2	1563.85
2htyE1.pdb2	2htyH1.pdb2	1562.35
2htyE1.pdb2	2htyG1.pdb2	1567.6
2htyH1.pdb2	2htyG1.pdb2	16.95
3httB3.pdb1	3httA2.pdb1	281.95
3httB3.pdb1	3httB1.pdb1	1310.85
3httB3.pdb1	3httA3.pdb1	2685.1
3httB3.pdb1	3httA1.pdb1	409.0
3httB3.pdb1	3httB2.pdb1	1313.55
3httA2.pdb1	3httB1.pdb1	407.5
3httA2.pdb1	3httA3.pdb1	423.05
3httA2.pdb1	3httA1.pdb1	420.85
3httA2.pdb1	3httB2.pdb1	2687.45
3httB1.pdb1	3httA3.pdb1	282.8
3httB1.pdb1	3httA1.pdb1	2687.85
3httB1.pdb1	3httB2.pdb1	1310.8
3httA3.pdb1	3httA1.pdb1	423.6
3httA3.pdb1	3httB2.pdb1	407.0
3httA1.pdb1	3httB2.pdb1	282.4
4htfA1.pdb1	4htfB1.pdb1	1269.15
4htcH1.pdb1	4htcI1.pdb1	1655.4
4htcH1.pdb1	4htcL1.pdb1	1126.75
6htaB1.pdb1	6htaA1.pdb1	1222.7
3htuC1.pdb2	3htuD1.pdb2	761.85
4htcL1.pdb2	4htcL2.pdb2	258.4
4htcL1.pdb2	4htcH2.pdb2	74.3
4htcL1.pdb2	4htcH1.pdb2	1126.75
4htcI1.pdb2	4htcH1.pdb2	1659.05
4htcI2.pdb2	4htcH2.pdb2	1659.05
4htcL2.pdb2	4htcH2.pdb2	1126.75
4htcL2.pdb2	4htcH1.pdb2	74.25
4htcH2.pdb2	4htcH1.pdb2	279.05
6htnF2.pdb2	6htnE2.pdb2	332.65
6htnF2.pdb2	6htnE1.pdb2	196.6
6htnF2.pdb2	6htnF1.pdb2	1220.7
6htnE2.pdb2	6htnE1.pdb2	1177.3
6htnE2.pdb2	6htnF1.pdb2	196.6
6htnE1.pdb2	6htnF1.pdb2	332.65
4ht7E1.pdb1	4ht7A1.pdb1	241.55
4ht7E1.pdb1	4ht7C1.pdb1	27.75
4ht7E1.pdb1	4ht7D1.pdb1	895.05
4ht7E1.pdb1	4ht7B1.pdb1	1112.9
4ht7E1.pdb1	4ht7F1.pdb1	913.15
4ht7A1.pdb1	4ht7C1.pdb1	925.8
4ht7A1.pdb1	4ht7D1.pdb1	1112.85
4ht7A1.pdb1	4ht7B1.pdb1	923.65
4ht7A1.pdb1	4ht7F1.pdb1	35.3
4ht7C1.pdb1	4ht7D1.pdb1	233.45
4ht7C1.pdb1	4ht7B1.pdb1	894.0
4ht7C1.pdb1	4ht7F1.pdb1	1118.75
4ht7D1.pdb1	4ht7B1.pdb1	25.85
4ht7D1.pdb1	4ht7F1.pdb1	914.05
4ht7B1.pdb1	4ht7F1.pdb1	256.35
4ht6C1.pdb2	4ht6D1.pdb2	675.05
2htdA1.pdb1	2htdB1.pdb1	1043.65
3htzA1.pdb2	3htzA2.pdb2	1611.95
2htmH1.pdb2	2htmD1.pdb2	938.55
2htmD1.pdb2	2htmC1.pdb2	1221.15
2htmG1.pdb2	2htmC1.pdb2	1074.5
4htvA1.pdb1	4htvB1.pdb1	738.2
1ht1V3.pdb2	1ht1X3.pdb2	701.8
1ht1V3.pdb2	1ht1C3.pdb2	458.5
1ht1V3.pdb2	1ht1X1.pdb2	351.0
1ht1V3.pdb2	1ht1D3.pdb2	623.95
1ht1X3.pdb2	1ht1C3.pdb2	622.95
1ht1X3.pdb2	1ht1D2.pdb2	468.25
1ht1X3.pdb2	1ht1V2.pdb2	350.95
1ht1C3.pdb2	1ht1D2.pdb2	396.8
1ht1C3.pdb2	1ht1D3.pdb2	691.7
1ht1D1.pdb2	1ht1C2.pdb2	396.8
1ht1D1.pdb2	1ht1C1.pdb2	691.7
1ht1D1.pdb2	1ht1V1.pdb2	623.95
1ht1D1.pdb2	1ht1X2.pdb2	468.25
1ht1C2.pdb2	1ht1D2.pdb2	691.75
1ht1C2.pdb2	1ht1V2.pdb2	458.55
1ht1C2.pdb2	1ht1X2.pdb2	623.05
1ht1D2.pdb2	1ht1V2.pdb2	623.9
1ht1C1.pdb2	1ht1X1.pdb2	623.0
1ht1C1.pdb2	1ht1V1.pdb2	458.55
1ht1C1.pdb2	1ht1D3.pdb2	396.8
1ht1V2.pdb2	1ht1X2.pdb2	701.8
1ht1X1.pdb2	1ht1V1.pdb2	701.9
1ht1X1.pdb2	1ht1D3.pdb2	468.25
1ht1V1.pdb2	1ht1X2.pdb2	351.0
6htcW1.pdb1	6htcK1.pdb1	1016.85
6htcW1.pdb1	6htcL1.pdb1	720.55
6htcW1.pdb1	6htcP1.pdb1	475.05
6htcW1.pdb1	6htcX1.pdb1	596.05
6htcW1.pdb1	6htcV1.pdb1	1605.55
6htcW1.pdb1	6htcO1.pdb1	527.75
6htcb1.pdb1	6htcT1.pdb1	482.55
6htcb1.pdb1	6htcN1.pdb1	643.75
6htcb1.pdb1	6htca1.pdb1	636.95
6htcb1.pdb1	6htcU1.pdb1	442.15
6htcb1.pdb1	6htcM1.pdb1	981.55
6htcb1.pdb1	6htcV1.pdb1	554.25
6htcB1.pdb1	6htcE1.pdb1	139.35
6htcB1.pdb1	6htcF1.pdb1	142.85
6htcB1.pdb1	6htcI1.pdb1	478.5
6htcB1.pdb1	6htcD1.pdb1	122.05
6htcB1.pdb1	6htcA1.pdb1	1387.15
6htcB1.pdb1	6htcJ1.pdb1	543.1
6htcB1.pdb1	6htcG1.pdb1	130.4
6htcB1.pdb1	6htcC1.pdb1	1559.6
6htcE1.pdb1	6htcF1.pdb1	1327.85
6htcE1.pdb1	6htcL1.pdb1	364.0
6htcE1.pdb1	6htcD1.pdb1	1019.2
6htcE1.pdb1	6htcA1.pdb1	53.9
6htcE1.pdb1	6htcM1.pdb1	579.45
6htcF1.pdb1	6htcN1.pdb1	484.7
6htcF1.pdb1	6htcA1.pdb1	162.7
6htcF1.pdb1	6htcM1.pdb1	455.4
6htcF1.pdb1	6htcG1.pdb1	1384.4
6htcK1.pdb1	6htcL1.pdb1	663.6
6htcK1.pdb1	6htcD1.pdb1	423.8
6htcK1.pdb1	6htcX1.pdb1	773.95
6htcK1.pdb1	6htcV1.pdb1	68.05
6htcK1.pdb1	6htcJ1.pdb1	673.2
6htcK1.pdb1	6htcC1.pdb1	313.8
6htcY1.pdb1	6htcI1.pdb1	1004.8
6htcY1.pdb1	6htcR1.pdb1	425.95
6htcY1.pdb1	6htcQ1.pdb1	310.45
6htcY1.pdb1	6htcH1.pdb1	66.15
6htcY1.pdb1	6htcZ1.pdb1	655.5
6htcY1.pdb1	6htcX1.pdb1	675.65
6htcY1.pdb1	6htcJ1.pdb1	773.75
6htcT1.pdb1	6htca1.pdb1	458.15
6htcT1.pdb1	6htcU1.pdb1	1391.85
6htcT1.pdb1	6htcP1.pdb1	138.35
6htcT1.pdb1	6htcS1.pdb1	1345.2
6htcT1.pdb1	6htcO1.pdb1	158.9
6htcN1.pdb1	6htcH1.pdb1	553.05
6htcN1.pdb1	6htca1.pdb1	985.0
6htcN1.pdb1	6htcM1.pdb1	635.7
6htcN1.pdb1	6htcG1.pdb1	444.35
6htcI1.pdb1	6htcH1.pdb1	1604.5
6htcI1.pdb1	6htcA1.pdb1	530.1
6htcI1.pdb1	6htcZ1.pdb1	714.8
6htcI1.pdb1	6htcJ1.pdb1	597.4
6htcR1.pdb1	6htcQ1.pdb1	1290.8
6htcR1.pdb1	6htcZ1.pdb1	529.8
6htcR1.pdb1	6htcP1.pdb1	127.1
6htcR1.pdb1	6htcS1.pdb1	1033.35
6htcR1.pdb1	6htcO1.pdb1	36.45
6htcL1.pdb1	6htcD1.pdb1	524.75
6htcL1.pdb1	6htcM1.pdb1	942.8
6htcL1.pdb1	6htcV1.pdb1	1375.7
6htcQ1.pdb1	6htcP1.pdb1	1523.65
6htcQ1.pdb1	6htcX1.pdb1	402.65
6htcQ1.pdb1	6htcO1.pdb1	106.25
6htcD1.pdb1	6htcA1.pdb1	30.65
6htcD1.pdb1	6htcC1.pdb1	1293.8
6htcH1.pdb1	6htcA1.pdb1	323.45
6htcH1.pdb1	6htca1.pdb1	622.15
6htcH1.pdb1	6htcZ1.pdb1	1368.05
6htcH1.pdb1	6htcG1.pdb1	630.1
6htcA1.pdb1	6htcG1.pdb1	1411.55
6htcA1.pdb1	6htcC1.pdb1	98.15
6htca1.pdb1	6htcZ1.pdb1	947.85
6htca1.pdb1	6htcS1.pdb1	581.85
6htcZ1.pdb1	6htcS1.pdb1	366.85
6htcU1.pdb1	6htcP1.pdb1	136.1
6htcU1.pdb1	6htcV1.pdb1	616.4
6htcU1.pdb1	6htcO1.pdb1	1417.8
6htcP1.pdb1	6htcX1.pdb1	548.7
6htcP1.pdb1	6htcS1.pdb1	129.05
6htcP1.pdb1	6htcO1.pdb1	1404.15
6htcX1.pdb1	6htcJ1.pdb1	750.4
6htcM1.pdb1	6htcV1.pdb1	625.1
6htcS1.pdb1	6htcO1.pdb1	50.6
6htcV1.pdb1	6htcO1.pdb1	321.15
6htcJ1.pdb1	6htcC1.pdb1	405.75
1htrB1.pdb2	1htrP1.pdb2	2332.7
6ht9A1.pdb1	6ht9B1.pdb1	1068.2
1httC1.pdb2	1httD1.pdb2	3786.75
1htmA1.pdb1	1htmB1.pdb1	367.95
1htmF1.pdb1	1htmB1.pdb1	1739.5
1htmF1.pdb1	1htmC1.pdb1	2.0
1htmF1.pdb1	1htmE1.pdb1	523.8
1htmF1.pdb1	1htmD1.pdb1	1633.8
1htmB1.pdb1	1htmE1.pdb1	5.15
1htmB1.pdb1	1htmD1.pdb1	1575.65
1htmC1.pdb1	1htmD1.pdb1	403.3
3htoA2.pdb1	3htoA3.pdb1	425.0
3htoA2.pdb1	3htoB2.pdb1	2714.4
3htoA2.pdb1	3htoB3.pdb1	268.05
3htoA2.pdb1	3htoB1.pdb1	411.25
3htoA2.pdb1	3htoA1.pdb1	421.55
3htoA3.pdb1	3htoB2.pdb1	410.55
3htoA3.pdb1	3htoB3.pdb1	2712.1
3htoA3.pdb1	3htoB1.pdb1	269.6
3htoA3.pdb1	3htoA1.pdb1	424.75
3htoB2.pdb1	3htoB3.pdb1	1305.15
3htoB2.pdb1	3htoB1.pdb1	1304.95
3htoB2.pdb1	3htoA1.pdb1	268.8
3htoB3.pdb1	3htoB1.pdb1	1304.8
3htoB3.pdb1	3htoA1.pdb1	412.35
3htoB1.pdb1	3htoA1.pdb1	2719.3
2ht3D1.pdb1	2ht3B1.pdb1	32.4
2ht3D1.pdb1	2ht3A1.pdb1	143.05
2ht3D1.pdb1	2ht3C1.pdb1	1889.05
2ht3E1.pdb1	2ht3F1.pdb1	1864.4
2ht3E1.pdb1	2ht3B1.pdb1	434.2
2ht3E1.pdb1	2ht3A1.pdb1	131.0
2ht3F1.pdb1	2ht3B1.pdb1	137.55
2ht3F1.pdb1	2ht3A1.pdb1	25.7
2ht3B1.pdb1	2ht3A1.pdb1	3457.85
2ht3B1.pdb1	2ht3C1.pdb1	116.15
2ht3A1.pdb1	2ht3C1.pdb1	431.3
1htlC1.pdb1	1htlE1.pdb1	614.45
1htlC1.pdb1	1htlH1.pdb1	203.1
1htlC1.pdb1	1htlD1.pdb1	366.0
1htlC1.pdb1	1htlF1.pdb1	465.35
1htlC1.pdb1	1htlA1.pdb1	1215.95
1htlC1.pdb1	1htlG1.pdb1	131.9
1htlE1.pdb1	1htlD1.pdb1	1344.85
1htlE1.pdb1	1htlF1.pdb1	1320.65
1htlE1.pdb1	1htlA1.pdb1	37.45
1htlH1.pdb1	1htlD1.pdb1	1334.95
1htlH1.pdb1	1htlA1.pdb1	30.1
1htlH1.pdb1	1htlG1.pdb1	1283.9
1htlD1.pdb1	1htlA1.pdb1	21.55
1htlF1.pdb1	1htlA1.pdb1	153.5
1htlF1.pdb1	1htlG1.pdb1	1342.75
1htlA1.pdb1	1htlG1.pdb1	153.7
4ht3B2.pdb3	4ht3A2.pdb3	1358.15
4ht3B2.pdb3	4ht3B1.pdb3	1677.2
4ht3A1.pdb3	4ht3B1.pdb3	1358.15
3htiA2.pdb1	3htiA1.pdb1	1394.55
1ht8A1.pdb1	1ht8B1.pdb1	2508.9
1ht2C1.pdb2	1ht2D3.pdb2	663.05
1ht2C1.pdb2	1ht2D1.pdb2	430.9
1ht2D3.pdb2	1ht2C3.pdb2	430.85
1ht2C2.pdb2	1ht2D2.pdb2	430.85
1ht2C2.pdb2	1ht2D1.pdb2	663.05
1ht2D2.pdb2	1ht2C3.pdb2	663.05
3ht5A2.pdb1	3ht5A1.pdb1	2206.5
2hteA1.pdb1	2hteA2.pdb1	1456.2
5ht0F1.pdb3	5ht0E1.pdb3	882.95
1htiB1.pdb1	1htiA1.pdb1	1685.4
4htzB1.pdb2	4htzD1.pdb2	1240.1
1htgA1.pdb1	1htgB1.pdb1	1802.85
3htmB1.pdb1	3htmA1.pdb1	1559.95
5ht0D1.pdb2	5ht0C1.pdb2	896.1
6ht9C1.pdb2	6ht9D1.pdb2	1193.05
5ht7A1.pdb1	5ht7B1.pdb1	399.25
5ht7A1.pdb1	5ht7C1.pdb1	422.45
5ht7B1.pdb1	5ht7C1.pdb1	398.55
1htoN1.pdb2	1htoM1.pdb2	2004.15
1htoN1.pdb2	1htoT1.pdb2	2848.7
1htoN1.pdb2	1htoU1.pdb2	401.15
1htoN1.pdb2	1htoO1.pdb2	2008.35
1htoV1.pdb2	1htoP1.pdb2	2833.65
1htoV1.pdb2	1htoW1.pdb2	1999.65
1htoV1.pdb2	1htoU1.pdb2	1990.55
1htoV1.pdb2	1htoO1.pdb2	400.45
1htoM1.pdb2	1htoT1.pdb2	390.65
1htoM1.pdb2	1htoS1.pdb2	2862.95
1htoM1.pdb2	1htoR1.pdb2	2029.75
1htoT1.pdb2	1htoU1.pdb2	2007.05
1htoT1.pdb2	1htoS1.pdb2	1995.35
1htoP1.pdb2	1htoW1.pdb2	382.3
1htoP1.pdb2	1htoO1.pdb2	1992.15
1htoP1.pdb2	1htoQ1.pdb2	2032.1
1htoW1.pdb2	1htoX1.pdb2	2014.45
1htoW1.pdb2	1htoQ1.pdb2	2844.85
1htoU1.pdb2	1htoO1.pdb2	2856.55
1htoX1.pdb2	1htoS1.pdb2	2027.65
1htoX1.pdb2	1htoR1.pdb2	2854.6
1htoX1.pdb2	1htoQ1.pdb2	407.8
1htoS1.pdb2	1htoR1.pdb2	406.6
1htoR1.pdb2	1htoQ1.pdb2	1991.85
2htiA1.pdb1	2htiA2.pdb1	975.95
5htkA1.pdb1	5htkB1.pdb1	1530.45
3htaA1.pdb1	3htaB1.pdb1	1810.2
6htpY1.pdb1	6htpJ1.pdb1	762.45
6htpY1.pdb1	6htpQ1.pdb1	309.05
6htpY1.pdb1	6htpZ1.pdb1	692.9
6htpY1.pdb1	6htpI1.pdb1	1003.15
6htpY1.pdb1	6htpR1.pdb1	425.95
6htpY1.pdb1	6htpX1.pdb1	633.3
6htpY1.pdb1	6htpH1.pdb1	59.55
6htpb1.pdb1	6htpM1.pdb1	958.7
6htpb1.pdb1	6htpa1.pdb1	625.0
6htpb1.pdb1	6htpN1.pdb1	640.95
6htpb1.pdb1	6htpV1.pdb1	548.95
6htpb1.pdb1	6htpU1.pdb1	444.65
6htpb1.pdb1	6htpT1.pdb1	474.35
6htpB1.pdb1	6htpD1.pdb1	119.0
6htpB1.pdb1	6htpA1.pdb1	1387.85
6htpB1.pdb1	6htpJ1.pdb1	543.05
6htpB1.pdb1	6htpE1.pdb1	130.8
6htpB1.pdb1	6htpI1.pdb1	482.7
6htpB1.pdb1	6htpC1.pdb1	1548.25
6htpB1.pdb1	6htpG1.pdb1	132.1
6htpB1.pdb1	6htpF1.pdb1	139.65
6htpM1.pdb1	6htpL1.pdb1	937.15
6htpM1.pdb1	6htpE1.pdb1	584.25
6htpM1.pdb1	6htpN1.pdb1	624.35
6htpM1.pdb1	6htpV1.pdb1	644.75
6htpM1.pdb1	6htpF1.pdb1	470.85
6htpD1.pdb1	6htpA1.pdb1	28.0
6htpD1.pdb1	6htpL1.pdb1	527.85
6htpD1.pdb1	6htpK1.pdb1	423.45
6htpD1.pdb1	6htpE1.pdb1	1014.1
6htpD1.pdb1	6htpC1.pdb1	1281.5
6htpA1.pdb1	6htpE1.pdb1	49.25
6htpA1.pdb1	6htpI1.pdb1	532.05
6htpA1.pdb1	6htpC1.pdb1	97.95
6htpA1.pdb1	6htpG1.pdb1	1414.7
6htpA1.pdb1	6htpF1.pdb1	158.45
6htpA1.pdb1	6htpH1.pdb1	325.4
6htpa1.pdb1	6htpN1.pdb1	957.55
6htpa1.pdb1	6htpZ1.pdb1	941.9
