3nwrA2.pdb1	3nwrA1.pdb1	3358.4
4nwzC1.pdb4	4nwzD2.pdb4	838.4
3nwgA2.pdb2	3nwgA1.pdb2	662.95
3nwgA2.pdb2	3nwgA3.pdb2	662.95
3nwgA1.pdb2	3nwgA3.pdb2	662.95
1nw6A1.pdb2	1nw6A2.pdb2	1749.6
3nwkD1.pdb2	3nwkB1.pdb2	1127.25
3nwkD1.pdb2	3nwkB2.pdb2	993.2
3nwkB1.pdb2	3nwkD2.pdb2	993.2
3nwkD2.pdb2	3nwkB2.pdb2	1127.25
5nwgA1.pdb1	5nwgH1.pdb1	2991.45
1nw2H1.pdb2	1nw2G1.pdb2	511.7
1nw2H1.pdb2	1nw2E1.pdb2	558.85
1nw2G1.pdb2	1nw2E1.pdb2	417.8
1nw2G1.pdb2	1nw2F1.pdb2	527.8
1nw2E1.pdb2	1nw2F1.pdb2	456.6
5nw1H1.pdb3	5nw1G1.pdb3	1106.4
5nw1H1.pdb3	5nw1I1.pdb3	1017.7
5nw1G1.pdb3	5nw1I1.pdb3	168.95
1nw4F1.pdb5	1nw4E1.pdb5	1958.0
5nwdB1.pdb2	5nwdI1.pdb2	2968.1
1nw2A1.pdb1	1nw2B1.pdb1	451.55
1nw2A1.pdb1	1nw2C1.pdb1	419.25
1nw2A1.pdb1	1nw2D1.pdb1	558.5
1nw2B1.pdb1	1nw2C1.pdb1	533.05
1nw2B1.pdb1	1nw2D1.pdb1	0.05
1nw2C1.pdb1	1nw2D1.pdb1	461.1
5nwnA1.pdb1	5nwnB1.pdb1	1365.95
3nwuC1.pdb1	3nwuB1.pdb1	962.5
3nwuC1.pdb1	3nwuA1.pdb1	986.7
3nwuB1.pdb1	3nwuA1.pdb1	962.9
4nwtH1.pdb1	4nwtL1.pdb1	1982.8
3nwzC1.pdb1	3nwzA1.pdb1	1900.85
3nwzC1.pdb1	3nwzD1.pdb1	575.8
3nwzC1.pdb1	3nwzB1.pdb1	366.2
3nwzA1.pdb1	3nwzD1.pdb1	281.15
3nwzA1.pdb1	3nwzB1.pdb1	632.15
3nwzD1.pdb1	3nwzB1.pdb1	1778.95
1nwqB1.pdb1	1nwqC1.pdb1	360.05
1nwqB1.pdb1	1nwqD1.pdb1	868.55
1nwqB1.pdb1	1nwqA1.pdb1	355.6
1nwqC1.pdb1	1nwqD1.pdb1	318.65
1nwqC1.pdb1	1nwqA1.pdb1	853.6
1nwqD1.pdb1	1nwqA1.pdb1	296.4
5nw0K1.pdb4	5nw0J1.pdb4	1099.55
5nw0K1.pdb4	5nw0L1.pdb4	988.8
5nw0J1.pdb4	5nw0L1.pdb4	176.45
3nw8D2.pdb4	3nw8D3.pdb4	6265.65
3nw8D2.pdb4	3nw8D1.pdb4	6265.65
3nw8D3.pdb4	3nw8D1.pdb4	6265.65
3nwcA2.pdb1	3nwcA1.pdb1	1872.55
5nwmA1.pdb1	5nwmB1.pdb1	1003.25
2nwbA1.pdb1	2nwbB1.pdb1	1295.6
2nwbA1.pdb1	2nwbA2.pdb1	1211.1
2nwbA1.pdb1	2nwbB2.pdb1	2.5
2nwbB1.pdb1	2nwbA2.pdb1	2.5
2nwbB1.pdb1	2nwbB2.pdb1	1196.3
2nwbA2.pdb1	2nwbB2.pdb1	1295.6
3nw8C2.pdb3	3nw8C3.pdb3	6210.4
3nw8C2.pdb3	3nw8C1.pdb3	6210.5
3nw8C3.pdb3	3nw8C1.pdb3	6210.55
3nwtA2.pdb1	3nwtA1.pdb1	1394.4
5nwhB1.pdb1	5nwhA1.pdb1	3084.75
3nwuC2.pdb2	3nwuB2.pdb2	962.45
3nwuC2.pdb2	3nwuA1.pdb2	444.9
3nwuC2.pdb2	3nwuB1.pdb2	548.95
3nwuC2.pdb2	3nwuA2.pdb2	986.7
3nwuC2.pdb2	3nwuC1.pdb2	27.3
3nwuB2.pdb2	3nwuA1.pdb2	26.25
3nwuB2.pdb2	3nwuB1.pdb2	631.3
3nwuB2.pdb2	3nwuA2.pdb2	962.85
3nwuB2.pdb2	3nwuC1.pdb2	548.9
3nwuA1.pdb2	3nwuB1.pdb2	962.9
3nwuA1.pdb2	3nwuA2.pdb2	696.1
3nwuA1.pdb2	3nwuC1.pdb2	986.7
3nwuB1.pdb2	3nwuA2.pdb2	26.25
3nwuB1.pdb2	3nwuC1.pdb2	962.45
3nwuA2.pdb2	3nwuC1.pdb2	444.85
4nwzD1.pdb2	4nwzC1.pdb2	232.55
1nw2G2.pdb5	1nw2F2.pdb5	527.8
1nw2G2.pdb5	1nw2H2.pdb5	511.7
1nw2G2.pdb5	1nw2E2.pdb5	417.75
1nw2F2.pdb5	1nw2E2.pdb5	456.6
1nw2D1.pdb5	1nw2A1.pdb5	558.5
1nw2D1.pdb5	1nw2C1.pdb5	461.1
1nw2D1.pdb5	1nw2E2.pdb5	244.55
1nw2A1.pdb5	1nw2C1.pdb5	419.25
1nw2A1.pdb5	1nw2B1.pdb5	451.55
1nw2H2.pdb5	1nw2E2.pdb5	558.85
1nw2C1.pdb5	1nw2B1.pdb5	533.05
3nwzD1.pdb3	3nwzB1.pdb3	1778.95
2nwhA2.pdb2	2nwhA1.pdb2	1048.05
6nwdA1.pdb1	6nwdA2.pdb1	691.5
2nwiF1.pdb3	2nwiE1.pdb3	888.25
4nwpA2.pdb1	4nwpH3.pdb1	560.4
4nwpA2.pdb1	4nwpA1.pdb1	746.0
4nwpA2.pdb1	4nwpG2.pdb1	162.65
4nwpA2.pdb1	4nwpH2.pdb1	20.15
4nwpA2.pdb1	4nwpA3.pdb1	746.0
4nwpG3.pdb1	4nwpB3.pdb1	16.05
4nwpG3.pdb1	4nwpD3.pdb1	576.75
4nwpG3.pdb1	4nwpH1.pdb1	1235.9
4nwpG3.pdb1	4nwpF3.pdb1	1219.6
4nwpG3.pdb1	4nwpA3.pdb1	162.65
4nwpC1.pdb1	4nwpD3.pdb1	12.75
4nwpC1.pdb1	4nwpD1.pdb1	719.95
4nwpC1.pdb1	4nwpB1.pdb1	720.0
4nwpC1.pdb1	4nwpE3.pdb1	154.2
4nwpC1.pdb1	4nwpF3.pdb1	9.85
4nwpC1.pdb1	4nwpE1.pdb1	599.25
4nwpH3.pdb1	4nwpB3.pdb1	169.3
4nwpH3.pdb1	4nwpG2.pdb1	1235.9
4nwpH3.pdb1	4nwpF2.pdb1	1250.0
4nwpH3.pdb1	4nwpA3.pdb1	20.15
4nwpB3.pdb1	4nwpD3.pdb1	818.35
4nwpB3.pdb1	4nwpF2.pdb1	570.65
4nwpB3.pdb1	4nwpC3.pdb1	720.05
4nwpF1.pdb1	4nwpD1.pdb1	155.65
4nwpF1.pdb1	4nwpH2.pdb1	1250.0
4nwpF1.pdb1	4nwpG1.pdb1	1219.6
4nwpF1.pdb1	4nwpC2.pdb1	9.8
4nwpF1.pdb1	4nwpB2.pdb1	570.65
4nwpD3.pdb1	4nwpE3.pdb1	15.85
4nwpD3.pdb1	4nwpF3.pdb1	155.75
4nwpD3.pdb1	4nwpC3.pdb1	719.95
4nwpD1.pdb1	4nwpB1.pdb1	818.4
4nwpD1.pdb1	4nwpG1.pdb1	576.75
4nwpD1.pdb1	4nwpC2.pdb1	12.7
4nwpD1.pdb1	4nwpE1.pdb1	15.85
4nwpB1.pdb1	4nwpH1.pdb1	169.35
4nwpB1.pdb1	4nwpG1.pdb1	16.0
4nwpB1.pdb1	4nwpF3.pdb1	570.65
4nwpE2.pdb1	4nwpE3.pdb1	1243.6
4nwpE2.pdb1	4nwpC2.pdb1	599.2
4nwpE2.pdb1	4nwpC3.pdb1	154.2
4nwpE2.pdb1	4nwpD2.pdb1	15.85
4nwpE2.pdb1	4nwpE1.pdb1	1243.65
4nwpA1.pdb1	4nwpH2.pdb1	560.4
4nwpA1.pdb1	4nwpH1.pdb1	20.2
4nwpA1.pdb1	4nwpG1.pdb1	162.6
4nwpA1.pdb1	4nwpA3.pdb1	746.0
4nwpG2.pdb1	4nwpF2.pdb1	1219.6
4nwpG2.pdb1	4nwpB2.pdb1	16.05
4nwpG2.pdb1	4nwpD2.pdb1	576.8
4nwpF2.pdb1	4nwpC3.pdb1	9.85
4nwpF2.pdb1	4nwpD2.pdb1	155.75
4nwpE3.pdb1	4nwpC3.pdb1	599.2
4nwpE3.pdb1	4nwpE1.pdb1	1243.6
4nwpH2.pdb1	4nwpG1.pdb1	1235.85
4nwpH2.pdb1	4nwpB2.pdb1	169.3
4nwpH1.pdb1	4nwpF3.pdb1	1250.0
4nwpH1.pdb1	4nwpA3.pdb1	560.45
4nwpC2.pdb1	4nwpB2.pdb1	719.95
4nwpC2.pdb1	4nwpD2.pdb1	719.95
4nwpC2.pdb1	4nwpE1.pdb1	154.2
4nwpB2.pdb1	4nwpD2.pdb1	818.4
4nwpC3.pdb1	4nwpD2.pdb1	12.8
3nwaB2.pdb1	3nwaB1.pdb1	6328.75
3nwaB2.pdb1	3nwaB3.pdb1	6328.8
3nwaB1.pdb1	3nwaB3.pdb1	6328.7
5nwnC1.pdb2	5nwnD1.pdb2	1340.15
5nw1K1.pdb4	5nw1L1.pdb4	999.0
5nw1K1.pdb4	5nw1J1.pdb4	1110.0
5nw1L1.pdb4	5nw1J1.pdb4	184.5
2nwaE2.pdb3	2nwaF2.pdb3	536.15
2nwaE2.pdb3	2nwaG2.pdb3	265.5
2nwaE2.pdb3	2nwaD1.pdb3	132.7
2nwaE2.pdb3	2nwaH2.pdb3	172.35
2nwaF2.pdb3	2nwaG2.pdb3	158.55
2nwaF2.pdb3	2nwaD1.pdb3	64.15
2nwaF2.pdb3	2nwaH2.pdb3	279.0
2nwaG2.pdb3	2nwaD1.pdb3	177.8
2nwaG2.pdb3	2nwaH2.pdb3	561.5
2nwaG2.pdb3	2nwaB1.pdb3	103.95
2nwaG2.pdb3	2nwaA1.pdb3	64.3
2nwaD1.pdb3	2nwaB1.pdb3	268.45
2nwaD1.pdb3	2nwaA1.pdb3	162.9
2nwaD1.pdb3	2nwaC1.pdb3	554.7
2nwaB1.pdb3	2nwaA1.pdb3	545.6
2nwaB1.pdb3	2nwaC1.pdb3	167.05
2nwaA1.pdb3	2nwaC1.pdb3	273.75
1nwhA1.pdb1	1nwhB1.pdb1	3474.25
4nwnG1.pdb1	4nwnH1.pdb1	373.5
4nwnG1.pdb1	4nwnK1.pdb1	320.7
4nwnG1.pdb1	4nwnI1.pdb1	312.35
4nwnX1.pdb1	4nwnW1.pdb1	326.25
4nwnX1.pdb1	4nwnR1.pdb1	1007.3
4nwnB1.pdb1	4nwnH1.pdb1	1004.85
4nwnB1.pdb1	4nwnA1.pdb1	397.05
4nwnU1.pdb1	4nwnS1.pdb1	342.5
4nwnU1.pdb1	4nwnW1.pdb1	349.7
4nwnU1.pdb1	4nwnV1.pdb1	349.1
4nwnT1.pdb1	4nwnS1.pdb1	401.1
4nwnT1.pdb1	4nwnF1.pdb1	1000.45
4nwnS1.pdb1	4nwnW1.pdb1	330.05
4nwnE1.pdb1	4nwnF1.pdb1	382.0
4nwnE1.pdb1	4nwnC1.pdb1	377.4
4nwnE1.pdb1	4nwnA1.pdb1	376.55
4nwnJ1.pdb1	4nwnP1.pdb1	969.55
4nwnJ1.pdb1	4nwnI1.pdb1	368.65
4nwnP1.pdb1	4nwnO1.pdb1	361.1
4nwnK1.pdb1	4nwnL1.pdb1	418.85
4nwnK1.pdb1	4nwnI1.pdb1	315.15
4nwnM1.pdb1	4nwnO1.pdb1	307.45
4nwnM1.pdb1	4nwnQ1.pdb1	302.3
4nwnM1.pdb1	4nwnN1.pdb1	386.25
4nwnL1.pdb1	4nwnV1.pdb1	1006.55
4nwnO1.pdb1	4nwnQ1.pdb1	271.9
4nwnC1.pdb1	4nwnA1.pdb1	359.35
4nwnC1.pdb1	4nwnD1.pdb1	400.85
4nwnR1.pdb1	4nwnQ1.pdb1	392.75
4nwnN1.pdb1	4nwnD1.pdb1	1006.75
2nw3A1.pdb1	2nw3B1.pdb1	1248.45
2nw3A1.pdb1	2nw3C1.pdb1	926.4
3nwaD1.pdb4	3nwaD3.pdb4	6285.3
3nwaD1.pdb4	3nwaD2.pdb4	6285.4
3nwaD3.pdb4	3nwaD2.pdb4	6285.35
5nwxA1.pdb1	5nwxB1.pdb1	498.95
5nw2H1.pdb3	5nw2I1.pdb3	1012.85
5nw2H1.pdb3	5nw2G1.pdb3	1114.5
5nw2I1.pdb3	5nw2G1.pdb3	167.45
5nwgI1.pdb2	5nwgB1.pdb2	3028.75
5nw9A1.pdb1	5nw9C2.pdb1	656.85
5nw9A1.pdb1	5nw9A2.pdb1	17877.8
5nw9A1.pdb1	5nw9C1.pdb1	656.85
5nw9C2.pdb1	5nw9A2.pdb1	656.85
5nw9C2.pdb1	5nw9C1.pdb1	2202.6
5nw9A2.pdb1	5nw9C1.pdb1	656.85
3nwyE1.pdb1	3nwyB1.pdb1	90.4
3nwyE1.pdb1	3nwyA1.pdb1	1493.8
3nwyE1.pdb1	3nwyD1.pdb1	769.75
3nwyE1.pdb1	3nwyC1.pdb1	61.05
3nwyB1.pdb1	3nwyA1.pdb1	830.9
3nwyB1.pdb1	3nwyF1.pdb1	1408.15
3nwyB1.pdb1	3nwyC1.pdb1	41.5
3nwyA1.pdb1	3nwyF1.pdb1	79.9
3nwyA1.pdb1	3nwyD1.pdb1	100.05
3nwyF1.pdb1	3nwyD1.pdb1	73.2
3nwyF1.pdb1	3nwyC1.pdb1	805.5
3nwyD1.pdb1	3nwyC1.pdb1	1294.8
6nwmB1.pdb1	6nwmA1.pdb1	879.1
1nwpA1.pdb1	1nwpB1.pdb1	479.35
1nw4A1.pdb3	1nw4F1.pdb3	1193.1
2nw8A1.pdb1	2nw8A2.pdb1	1442.0
2nw8A1.pdb1	2nw8B1.pdb1	2892.9
2nw8A1.pdb1	2nw8B2.pdb1	390.25
2nw8A2.pdb1	2nw8B1.pdb1	390.2
2nw8A2.pdb1	2nw8B2.pdb1	2892.9
2nw8B1.pdb1	2nw8B2.pdb1	1570.35
2nwcE1.pdb1	2nwcD1.pdb1	1653.55
2nwcE1.pdb1	2nwcF1.pdb1	1566.05
2nwcE1.pdb1	2nwcI1.pdb1	182.0
2nwcE1.pdb1	2nwcH1.pdb1	198.7
2nwcM1.pdb1	2nwcL1.pdb1	1713.0
2nwcM1.pdb1	2nwcA1.pdb1	188.4
2nwcM1.pdb1	2nwcG1.pdb1	195.1
2nwcM1.pdb1	2nwcN1.pdb1	1696.25
2nwcL1.pdb1	2nwcK1.pdb1	1640.45
2nwcL1.pdb1	2nwcA1.pdb1	188.1
2nwcL1.pdb1	2nwcB1.pdb1	178.5
2nwcD1.pdb1	2nwcI1.pdb1	199.5
2nwcD1.pdb1	2nwcC1.pdb1	1622.4
2nwcD1.pdb1	2nwcJ1.pdb1	180.7
2nwcF1.pdb1	2nwcG1.pdb1	1553.85
2nwcF1.pdb1	2nwcH1.pdb1	181.9
2nwcF1.pdb1	2nwcN1.pdb1	196.5
2nwcK1.pdb1	2nwcC1.pdb1	185.4
2nwcK1.pdb1	2nwcJ1.pdb1	1714.5
2nwcK1.pdb1	2nwcB1.pdb1	194.0
2nwcI1.pdb1	2nwcJ1.pdb1	1696.3
2nwcI1.pdb1	2nwcH1.pdb1	1704.95
2nwcA1.pdb1	2nwcG1.pdb1	1612.95
2nwcA1.pdb1	2nwcB1.pdb1	1605.25
2nwcC1.pdb1	2nwcJ1.pdb1	195.75
2nwcC1.pdb1	2nwcB1.pdb1	1639.55
2nwcG1.pdb1	2nwcN1.pdb1	184.65
2nwcH1.pdb1	2nwcN1.pdb1	1709.55
2nw7C1.pdb1	2nw7A1.pdb1	1489.7
2nw7C1.pdb1	2nw7D1.pdb1	414.6
2nw7C1.pdb1	2nw7B1.pdb1	2771.0
2nw7A1.pdb1	2nw7D1.pdb1	2755.3
2nw7A1.pdb1	2nw7B1.pdb1	424.3
2nw7D1.pdb1	2nw7B1.pdb1	1515.0
1nw9B1.pdb1	1nw9A1.pdb1	1056.15
4nwqA5.pdb1	4nwqB5.pdb1	13.6
4nwqA5.pdb1	4nwqB10.pdb1	573.1
4nwqA5.pdb1	4nwqA11.pdb1	27.3
4nwqA5.pdb1	4nwqA9.pdb1	793.95
4nwqA5.pdb1	4nwqA10.pdb1	794.2
4nwqA5.pdb1	4nwqB11.pdb1	211.65
4nwqB6.pdb1	4nwqB5.pdb1	1352.05
4nwqB6.pdb1	4nwqA1.pdb1	573.2
4nwqB6.pdb1	4nwqA6.pdb1	13.25
4nwqB6.pdb1	4nwqB4.pdb1	1346.85
4nwqB6.pdb1	4nwqA9.pdb1	211.5
4nwqA12.pdb1	4nwqB12.pdb1	13.25
4nwqA12.pdb1	4nwqA3.pdb1	27.3
4nwqA12.pdb1	4nwqB2.pdb1	575.25
4nwqA12.pdb1	4nwqA2.pdb1	793.95
4nwqA12.pdb1	4nwqB3.pdb1	211.55
4nwqA12.pdb1	4nwqA7.pdb1	797.9
4nwqA4.pdb1	4nwqB1.pdb1	213.0
4nwqA4.pdb1	4nwqA3.pdb1	797.9
4nwqA4.pdb1	4nwqA1.pdb1	25.7
4nwqA4.pdb1	4nwqB3.pdb1	573.25
4nwqA4.pdb1	4nwqB4.pdb1	13.8
4nwqA4.pdb1	4nwqA11.pdb1	794.2
4nwqB5.pdb1	4nwqB4.pdb1	1350.0
4nwqB5.pdb1	4nwqA11.pdb1	211.65
4nwqB5.pdb1	4nwqA9.pdb1	575.25
4nwqB1.pdb1	4nwqB2.pdb1	1350.0
4nwqB1.pdb1	4nwqA1.pdb1	13.8
4nwqB1.pdb1	4nwqB3.pdb1	1346.9
4nwqB1.pdb1	4nwqA8.pdb1	573.1
4nwqB12.pdb1	4nwqA3.pdb1	211.5
4nwqB12.pdb1	4nwqB10.pdb1	1346.85
4nwqB12.pdb1	4nwqA7.pdb1	573.2
4nwqB12.pdb1	4nwqB11.pdb1	1352.05
4nwqA3.pdb1	4nwqB3.pdb1	13.3
4nwqA3.pdb1	4nwqA11.pdb1	793.95
4nwqA3.pdb1	4nwqB11.pdb1	575.25
4nwqB10.pdb1	4nwqA7.pdb1	213.0
4nwqB10.pdb1	4nwqA10.pdb1	13.8
4nwqB10.pdb1	4nwqB11.pdb1	1350.0
4nwqB2.pdb1	4nwqA2.pdb1	13.6
4nwqB2.pdb1	4nwqB3.pdb1	1352.1
4nwqB2.pdb1	4nwqA8.pdb1	211.65
4nwqB9.pdb1	4nwqB8.pdb1	1352.1
4nwqB9.pdb1	4nwqB7.pdb1	1346.9
4nwqB9.pdb1	4nwqA6.pdb1	211.55
4nwqB9.pdb1	4nwqA9.pdb1	13.3
4nwqB9.pdb1	4nwqA10.pdb1	573.25
4nwqA1.pdb1	4nwqA6.pdb1	797.9
4nwqA1.pdb1	4nwqA8.pdb1	794.15
4nwqA1.pdb1	4nwqB4.pdb1	213.0
4nwqA2.pdb1	4nwqB8.pdb1	211.65
4nwqA2.pdb1	4nwqB7.pdb1	573.1
4nwqA2.pdb1	4nwqA8.pdb1	27.3
4nwqA2.pdb1	4nwqA7.pdb1	794.15
4nwqB8.pdb1	4nwqB7.pdb1	1350.0
4nwqB8.pdb1	4nwqA6.pdb1	575.25
4nwqB8.pdb1	4nwqA8.pdb1	13.6
4nwqB7.pdb1	4nwqA7.pdb1	13.8
4nwqB7.pdb1	4nwqA10.pdb1	213.0
4nwqA6.pdb1	4nwqA8.pdb1	793.95
4nwqA6.pdb1	4nwqA9.pdb1	27.3
4nwqB4.pdb1	4nwqA11.pdb1	573.1
4nwqA11.pdb1	4nwqB11.pdb1	13.6
4nwqA7.pdb1	4nwqA10.pdb1	25.7
4nwqA9.pdb1	4nwqA10.pdb1	797.9
3nw4A4.pdb1	3nw4A2.pdb1	1731.6
3nw4A4.pdb1	3nw4A3.pdb1	4158.1
3nw4A1.pdb1	3nw4A2.pdb1	4158.1
3nw4A1.pdb1	3nw4A3.pdb1	1731.6
1nw2D1.pdb3	1nw2C1.pdb3	461.1
1nw2D1.pdb3	1nw2A1.pdb3	558.5
1nw2D1.pdb3	1nw2F1.pdb3	473.2
1nw2C1.pdb3	1nw2A1.pdb3	419.25
1nw2C1.pdb3	1nw2B1.pdb3	533.05
1nw2A1.pdb3	1nw2B1.pdb3	451.55
1nw2E1.pdb3	1nw2F1.pdb3	456.6
1nw2E1.pdb3	1nw2G1.pdb3	417.8
1nw2E1.pdb3	1nw2H1.pdb3	558.85
1nw2B1.pdb3	1nw2F1.pdb3	146.5
1nw2B1.pdb3	1nw2G1.pdb3	0.05
1nw2B1.pdb3	1nw2H1.pdb3	487.9
1nw2F1.pdb3	1nw2G1.pdb3	527.8
1nw2G1.pdb3	1nw2H1.pdb3	511.7
6nwoA1.pdb1	6nwoD1.pdb1	1019.85
6nwqE1.pdb1	6nwqB1.pdb1	2.7
6nwqE1.pdb1	6nwqA1.pdb1	3033.2
6nwqE1.pdb1	6nwqF1.pdb1	257.0
6nwqD1.pdb1	6nwqB1.pdb1	3026.8
6nwqD1.pdb1	6nwqC1.pdb1	252.65
6nwqD1.pdb1	6nwqA1.pdb1	2.55
6nwqB1.pdb1	6nwqC1.pdb1	250.95
6nwqB1.pdb1	6nwqA1.pdb1	255.25
6nwqB1.pdb1	6nwqF1.pdb1	3032.15
6nwqC1.pdb1	6nwqA1.pdb1	3033.5
6nwqC1.pdb1	6nwqF1.pdb1	1.45
6nwqA1.pdb1	6nwqF1.pdb1	253.75
5nw2B1.pdb1	5nw2A1.pdb1	1095.25
5nw2B1.pdb1	5nw2C1.pdb1	1030.45
5nw2A1.pdb1	5nw2C1.pdb1	189.65
1nw4B1.pdb1	1nw4D1.pdb1	145.95
1nw4B1.pdb1	1nw4A1.pdb1	1978.05
1nw4B1.pdb1	1nw4F1.pdb1	140.0
1nw4B1.pdb1	1nw4C1.pdb1	1188.55
1nw4D1.pdb1	1nw4F1.pdb1	143.15
1nw4D1.pdb1	1nw4C1.pdb1	1949.55
1nw4D1.pdb1	1nw4E1.pdb1	1191.1
1nw4A1.pdb1	1nw4F1.pdb1	1193.1
1nw4A1.pdb1	1nw4C1.pdb1	142.7
1nw4A1.pdb1	1nw4E1.pdb1	149.05
1nw4F1.pdb1	1nw4E1.pdb1	1958.0
1nw4C1.pdb1	1nw4E1.pdb1	143.55
3nw2B2.pdb2	3nw2B1.pdb2	3181.0
2nwlA1.pdb1	2nwlC1.pdb1	1065.0
2nwlA1.pdb1	2nwlB1.pdb1	1058.8
2nwlC1.pdb1	2nwlB1.pdb1	1074.1
1nw5A1.pdb2	1nw5A2.pdb2	1671.7
1nwiD1.pdb2	1nwiC1.pdb2	919.75
2nw2B1.pdb1	2nw2A1.pdb1	2175.05
1nwiB1.pdb1	1nwiA1.pdb1	932.15
4nwuH1.pdb1	4nwuL1.pdb1	2007.2
5nwkV1.pdb1	5nwkG1.pdb1	454.4
5nwkG1.pdb1	5nwkH1.pdb1	923.2
5nwkW1.pdb1	5nwkH1.pdb1	51.3
5nw0F1.pdb2	5nw0D1.pdb2	162.7
5nw0F1.pdb2	5nw0E1.pdb2	1026.2
5nw0D1.pdb2	5nw0E1.pdb2	1100.1
3nwfA2.pdb1	3nwfA3.pdb1	6185.65
3nwfA2.pdb1	3nwfA1.pdb1	6185.65
3nwfA3.pdb1	3nwfA1.pdb1	6185.65
4nwbA1.pdb2	4nwbA2.pdb2	1235.6
6nwwC1.pdb2	6nwwD1.pdb2	753.45
5nwkB1.pdb2	5nwkQ1.pdb2	419.15
5nwkB1.pdb2	5nwkA1.pdb2	1205.4
5nwkA1.pdb2	5nwkP1.pdb2	350.75
2nwvA2.pdb1	2nwvA1.pdb1	951.6
5nwiA2.pdb1	5nwiA1.pdb1	1076.9
5nwiA2.pdb1	5nwiP2.pdb1	434.7
5nwiP1.pdb1	5nwiA1.pdb1	434.65
5nwcB1.pdb2	5nwcI1.pdb2	2981.2
6nwhA1.pdb1	6nwhB1.pdb1	945.95
2nwiC1.pdb2	2nwiD1.pdb2	913.4
4nwcA2.pdb2	4nwcA1.pdb2	769.5
2nwaG1.pdb2	2nwaE1.pdb2	265.45
2nwaG1.pdb2	2nwaH1.pdb2	561.45
2nwaG1.pdb2	2nwaF1.pdb2	158.6
2nwaE1.pdb2	2nwaH1.pdb2	172.35
2nwaE1.pdb2	2nwaF1.pdb2	536.15
2nwaH1.pdb2	2nwaF1.pdb2	279.0
5nwbC1.pdb1	5nwbA1.pdb1	3001.75
5nw5B1.pdb1	5nw5C1.pdb1	243.15
5nw5B1.pdb1	5nw5D1.pdb1	101.4
5nw5B1.pdb1	5nw5A1.pdb1	1392.8
5nw5C1.pdb1	5nw5D1.pdb1	1346.5
5nw5C1.pdb1	5nw5A1.pdb1	199.3
5nw5D1.pdb1	5nw5A1.pdb1	139.8
4nw8H1.pdb1	4nw8G1.pdb1	147.1
4nw8H1.pdb1	4nw8I1.pdb1	144.5
4nw8H1.pdb1	4nw8C1.pdb1	52.2
4nw8H1.pdb1	4nw8J1.pdb1	89.3
4nw8H1.pdb1	4nw8K1.pdb1	53.4
4nw8D1.pdb1	4nw8L1.pdb1	50.55
4nw8D1.pdb1	4nw8F1.pdb1	150.8
4nw8D1.pdb1	4nw8A1.pdb1	57.45
4nw8D1.pdb1	4nw8J1.pdb1	1.55
4nw8D1.pdb1	4nw8E1.pdb1	151.55
4nw8D1.pdb1	4nw8B1.pdb1	92.5
4nw8L1.pdb1	4nw8F1.pdb1	98.15
4nw8L1.pdb1	4nw8C1.pdb1	2.6
4nw8L1.pdb1	4nw8A1.pdb1	56.75
4nw8L1.pdb1	4nw8J1.pdb1	150.7
4nw8L1.pdb1	4nw8K1.pdb1	150.7
4nw8G1.pdb1	4nw8I1.pdb1	148.45
4nw8G1.pdb1	4nw8C1.pdb1	92.6
4nw8G1.pdb1	4nw8E1.pdb1	49.4
4nw8G1.pdb1	4nw8B1.pdb1	46.45
4nw8F1.pdb1	4nw8I1.pdb1	53.0
4nw8F1.pdb1	4nw8J1.pdb1	51.15
4nw8F1.pdb1	4nw8E1.pdb1	148.15
4nw8I1.pdb1	4nw8J1.pdb1	48.0
4nw8I1.pdb1	4nw8E1.pdb1	92.45
4nw8C1.pdb1	4nw8A1.pdb1	147.7
4nw8C1.pdb1	4nw8K1.pdb1	49.75
4nw8C1.pdb1	4nw8B1.pdb1	144.1
4nw8A1.pdb1	4nw8K1.pdb1	94.9
4nw8A1.pdb1	4nw8B1.pdb1	148.7
4nw8J1.pdb1	4nw8K1.pdb1	149.5
4nw8E1.pdb1	4nw8B1.pdb1	50.25
4nw9D1.pdb1	4nw9A1.pdb1	59.9
4nw9D1.pdb1	4nw9L1.pdb1	55.7
4nw9D1.pdb1	4nw9F1.pdb1	176.35
4nw9D1.pdb1	4nw9J1.pdb1	3.7
4nw9D1.pdb1	4nw9E1.pdb1	185.3
4nw9D1.pdb1	4nw9B1.pdb1	111.3
4nw9A1.pdb1	4nw9L1.pdb1	61.0
4nw9A1.pdb1	4nw9K1.pdb1	114.2
4nw9A1.pdb1	4nw9C1.pdb1	180.85
4nw9A1.pdb1	4nw9E1.pdb1	2.15
4nw9A1.pdb1	4nw9B1.pdb1	183.85
4nw9L1.pdb1	4nw9F1.pdb1	115.85
4nw9L1.pdb1	4nw9K1.pdb1	187.1
4nw9L1.pdb1	4nw9C1.pdb1	4.55
4nw9L1.pdb1	4nw9J1.pdb1	184.7
4nw9I1.pdb1	4nw9F1.pdb1	58.85
4nw9I1.pdb1	4nw9G1.pdb1	180.15
4nw9I1.pdb1	4nw9K1.pdb1	1.1
4nw9I1.pdb1	4nw9J1.pdb1	52.15
4nw9I1.pdb1	4nw9H1.pdb1	177.6
4nw9I1.pdb1	4nw9E1.pdb1	113.85
4nw9F1.pdb1	4nw9G1.pdb1	0.9
